plot,adjusted_height,sample_year,sample_date,latitude,longitude,fruticose_lichen_total_cover,foliose_lichen_total_cover,multiform_lichen_total_cover,crustose_lichen_total_cover,lichen_total_cover,dark_lichen_4bin_total_cover,light_lichen_4bin_total_cover,yellow_lichen_4bin_total_cover,dark_lichen_3bin_total_cover,light_lichen_3bin_total_cover,dark_lichen_2bin_total_cover,light_lichen_2bin_total_cover,black_lichen_8bin_total_cover,brown_lichen_8bin_total_cover,grey_lichen_8bin_total_cover,greygreen_lichen_8bin_total_cover,green_lichen_8bin_total_cover,orange_lichen_8bin_total_cover,white_lichen_8bin_total_cover,yellow_lichen_8bin_total_cover,lichen_volume
E2S300,3.991010458,2006,2006-06-25,67.625076,-163.868677,0.7468354430379753,0.25316455696202556,0,0,1.0000000000000009,0.41772151898734217,0.07594936708860767,0.5063291139240511,0.41772151898734217,0.5822784810126588,0.41772151898734217,0.5822784810126588,0,0.18987341772151917,0.08860759493670894,0.13924050632911406,0,0,0.07594936708860767,0.5063291139240511,3.991010458
E2S4000,4.70891418,2006,2006-07-07,67.594336,-163.834785,3.1967213114754114,0.9426229508196725,0,0.40983606557377067,4.5491803278688545,2.2131147540983616,1.0245901639344266,1.7622950819672139,2.2131147540983616,2.78688524590164,2.2131147540983616,2.78688524590164,0,0.7377049180327873,1.3114754098360661,0.16393442622950827,0,0,1.0245901639344266,1.7622950819672139,21.4216997532787
E2S50,4.293569158,2006,2006-06-25,67.628585,-163.861358,0.08749999999999998,0.012499999999999997,0,0,0.09999999999999998,0.03749999999999999,0.015624999999999997,0.046874999999999986,0.03749999999999999,0.062499999999999986,0.03749999999999999,0.062499999999999986,0,0.012499999999999997,0.024999999999999994,0,0,0,0.015624999999999997,0.046874999999999986,0.4293569158
E3N10,,2006,2006-06-23,67.746035,-163.615067,0.05,0.05,0,0,0.1,0.05,0.05,0,0.05,0.05,0.05,0.05,0,0.05,0,0,0,0,0.05,0,
E3N100,3.074444444,2006,2006-06-23,67.748358,-163.614744,0.07368421052631577,0.026315789473684206,0,0,0.09999999999999998,0.0631578947368421,0.015789473684210523,0.021052631578947364,0.0631578947368421,0.036842105263157884,0.0631578947368421,0.036842105263157884,0,0.021052631578947364,0.036842105263157884,0.005263157894736841,0,0,0.015789473684210523,0.021052631578947364,0.3074444444
E3N1000,4.910078437,2006,2006-06-26,67.717273,-163.683154,7.481481481481486,2.444444444444446,0,0,9.925925925925933,3.1111111111111134,1.3333333333333344,5.555555555555559,3.1111111111111134,6.888888888888893,3.1111111111111134,6.888888888888893,0,0.6666666666666672,0.7407407407407413,1.7037037037037048,0,0,1.3333333333333344,5.555555555555559,48.7370748561482
E3N1000A,4.538265149,2006,2006-06-26,67.717308,-163.682687,9.64285714285714,10.178571428571427,0,0,19.82142857142857,13.303571428571425,1.5178571428571426,5.178571428571428,13.303571428571425,6.69642857142857,13.303571428571425,6.69642857142857,0,2.321428571428571,2.589285714285714,8.303571428571427,0.08928571428571427,0,1.5178571428571426,5.178571428571428,89.9548984891071
E3N300,4.3,2006,2006-06-24,67.715874,-163.66789,0.03414634146341464,0.06097560975609755,0,0,0.0951219512195122,0.07804878048780486,0,0.02195121951219512,0.07804878048780486,0.02195121951219512,0.07804878048780486,0.02195121951219512,0,0.03414634146341463,0.01707317073170732,0.026829268292682923,0,0,0,0.02195121951219512,0.409024390243902
E3N50,3.351789193,2006,2006-06-23,67.748507,-163.61355,0.047058823529411764,0.052941176470588235,0,0,0.1,0.06470588235294117,0.011764705882352941,0.023529411764705882,0.06470588235294117,0.03529411764705882,0.06470588235294117,0.03529411764705882,0,0.011764705882352941,0.023529411764705882,0.029411764705882353,0,0,0.011764705882352941,0.023529411764705882,0.3351789193
E4N100,2.1,2006,2006-06-24,67.66566,-163.716371,0.075,0.024999999999999998,0,0,0.09999999999999999,0.049999999999999996,0.01875,0.031249999999999997,0.049999999999999996,0.049999999999999996,0.049999999999999996,0.049999999999999996,0,0.0062499999999999995,0.0375,0.0062499999999999995,0,0,0.01875,0.031249999999999997,0.21
E4N1000,3.841362658,2006,2006-06-24,67.674833,-163.72802,1.3548387096774188,0.6451612903225803,0,0,1.9999999999999991,1.0967741935483866,0.1935483870967741,0.7096774193548384,1.0967741935483866,0.9032258064516125,1.0967741935483866,0.9032258064516125,0,0.32258064516129015,0.4516129032258063,0.32258064516129015,0,0,0.1935483870967741,0.7096774193548384,7.682725316
E4N2000,3.815924331,2006,2006-07-05,67.684576,-163.745969,0.6603773584905662,0.33962264150943405,0,0,1.0000000000000002,0.7169811320754719,0.037735849056603786,0.2452830188679246,0.7169811320754719,0.2830188679245284,0.7169811320754719,0.2830188679245284,0,0.26415094339622647,0.3773584905660378,0.07547169811320757,0,0,0.037735849056603786,0.2452830188679246,3.815924331
E4N300,4.696633087,2006,2006-06-24,67.667663,-163.716379,1.0526315789473686,1.9473684210526319,0,0,3.0000000000000004,0.6315789473684212,0.10526315789473686,2.2631578947368425,0.6315789473684212,2.368421052631579,0.6315789473684212,2.368421052631579,0,0.26315789473684215,0.21052631578947373,0.1578947368421053,0,0,0.10526315789473686,2.2631578947368425,14.089899261
E4N4000,5.169563211,2006,2006-07-05,67.689701,-163.79946,1.3333333333333337,0.6458333333333335,0,0,1.9791666666666672,1.479166666666667,0.08333333333333336,0.4375000000000001,1.479166666666667,0.5208333333333335,1.479166666666667,0.5208333333333335,0,0.31250000000000006,0.8750000000000002,0.27083333333333337,0.02083333333333334,0,0.08333333333333336,0.4375000000000001,10.2314271884375
E4N4000A,4.403681944,2006,2006-07-05,67.689557,-163.799208,12.142857142857144,12.714285714285717,0,0,24.85714285714286,13.42857142857143,5.142857142857144,6.42857142857143,13.42857142857143,11.571428571428573,13.42857142857143,11.571428571428573,0,1.0000000000000002,5.000000000000001,7.42857142857143,0,0,5.142857142857144,6.42857142857143,109.462951179429
E4N50,3.697848739,2006,2006-06-23,67.747082,-163.614999,0.09000000000000002,0.010000000000000002,0,0,0.10000000000000003,0.06000000000000001,0.010000000000000002,0.030000000000000006,0.06000000000000001,0.04000000000000001,0.06000000000000001,0.04000000000000001,0,0.010000000000000002,0.04000000000000001,0.010000000000000002,0,0,0.010000000000000002,0.030000000000000006,0.3697848739
E5N100,4.670923946,2006,2006-06-29,67.628377,-163.872598,0.07999999999999999,0.019999999999999997,0,0,0.09999999999999998,0.055999999999999994,0.015999999999999997,0.027999999999999994,0.055999999999999994,0.04399999999999999,0.055999999999999994,0.04399999999999999,0,0.019999999999999997,0.031999999999999994,0.003999999999999999,0,0,0.015999999999999997,0.027999999999999994,0.4670923946
E5N1000,3.672483338,2006,2006-07-04,67.633032,-163.900274,0.08235294117647055,0.017647058823529405,0,0,0.09999999999999995,0.044117647058823505,0.01470588235294117,0.04117647058823527,0.044117647058823505,0.05588235294117644,0.044117647058823505,0.05588235294117644,0,0.011764705882352936,0.03235294117647057,0,0,0,0.01470588235294117,0.04117647058823527,0.3672483338
E5N1000A,3.566893264,2006,2006-07-04,67.63285,-163.900979,0.07999999999999996,0.014999999999999993,0,0.0049999999999999975,0.09999999999999995,0.03749999999999998,0.014999999999999993,0.04749999999999997,0.03749999999999998,0.062499999999999965,0.03749999999999998,0.062499999999999965,0,0.012499999999999994,0.02249999999999999,0.0024999999999999988,0,0,0.014999999999999993,0.04749999999999997,0.3566893264
E5N2000,4.787345432,2006,2006-07-06,67.61894,-163.97663,1.2631578947368416,0.6842105263157892,0,0,1.9473684210526307,1.1578947368421049,0.263157894736842,0.5789473684210523,1.1578947368421049,0.8421052631578942,1.1578947368421049,0.8421052631578942,0,0.3157894736842104,0.6315789473684208,0.2105263157894736,0,0,0.263157894736842,0.5789473684210523,9.32272531494737
E5N300,4.949563596,2006,2006-06-29,67.630228,-163.873504,1.5909090909090908,0.4090909090909091,0,0,2,1.2272727272727273,0.2727272727272727,0.5,1.2272727272727273,0.7727272727272727,1.2272727272727273,0.7727272727272727,0,0.6818181818181818,0.4545454545454546,0.09090909090909091,0,0,0.2727272727272727,0.5,9.899127192
E5N4000,3.979796986,2006,2006-07-06,67.634428,-164.004806,0.883720930232558,0.11627906976744186,0,0,0.9999999999999999,0.5581395348837209,0.046511627906976744,0.3953488372093023,0.5581395348837209,0.4418604651162791,0.5581395348837209,0.4418604651162791,0,0.09302325581395349,0.41860465116279066,0.046511627906976744,0,0,0.046511627906976744,0.3953488372093023,3.979796986
E5N50,3.776690249,2006,2006-06-29,67.62821,-163.871232,0.6153846153846152,0.38461538461538447,0,0,0.9999999999999997,0.5769230769230768,0.26923076923076916,0.1538461538461538,0.5769230769230768,0.42307692307692296,0.5769230769230768,0.42307692307692296,0,0.19230769230769224,0.3076923076923076,0.0769230769230769,0,0,0.26923076923076916,0.1538461538461538,3.776690249
E6S10,,2006,2006-06-22,67.686916,-163.683095,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,
E6S100,5.364123859,2006,2006-06-22,67.687822,-163.67804,0.06666666666666665,0.033333333333333326,0,0,0.09999999999999998,0.0611111111111111,0.016666666666666663,0.02222222222222222,0.0611111111111111,0.03888888888888888,0.0611111111111111,0.03888888888888888,0,0.005555555555555555,0.03888888888888888,0.016666666666666663,0,0,0.016666666666666663,0.02222222222222222,0.5364123859
E6S1000,4.64545909,2006,2006-06-22,67.689157,-163.652217,2.603773584905662,0.39622641509433987,0,0,3.0000000000000018,1.1320754716981138,0.33962264150943416,1.5283018867924538,1.1320754716981138,1.867924528301888,1.1320754716981138,1.867924528301888,0,0.22641509433962279,0.8490566037735854,0.056603773584905696,0,0,0.33962264150943416,1.5283018867924538,13.93637727
E6S2000,3.714098739,2006,2006-07-07,67.694403,-163.619137,1.6666666666666676,0.33333333333333354,0,0,2.0000000000000013,0.8787878787878793,0.48484848484848514,0.6363636363636367,0.8787878787878793,1.1212121212121218,0.8787878787878793,1.1212121212121218,0,0.1515151515151516,0.5757575757575761,0.1515151515151516,0,0,0.48484848484848514,0.6363636363636367,7.42819747800001
E6S2000A,4.247407336,2006,2006-07-07,67.694288,-163.618984,0.0657142857142857,0.034285714285714274,0,0,0.09999999999999998,0.059999999999999984,0.011428571428571425,0.028571428571428564,0.059999999999999984,0.03999999999999999,0.059999999999999984,0.03999999999999999,0,0.02285714285714285,0.02285714285714285,0.014285714285714282,0,0,0.011428571428571425,0.028571428571428564,0.4247407336
E6S300,4.69,2006,2006-06-22,67.690578,-163.668329,0.3913043478260871,0.6086956521739132,0,0,1.0000000000000002,0.673913043478261,0.10869565217391308,0.21739130434782616,0.673913043478261,0.32608695652173925,0.673913043478261,0.32608695652173925,0,0.4782608695652175,0.1521739130434783,0.04347826086956523,0,0,0.10869565217391308,0.21739130434782616,4.69
E6S4000,4.052456167,2006,2006-07-07,67.700826,-163.559829,0.7058823529411768,0.2941176470588237,0,0,1.0000000000000004,0.558823529411765,0.22549019607843152,0.21568627450980404,0.558823529411765,0.44117647058823556,0.558823529411765,0.44117647058823556,0,0.13725490196078438,0.2058823529411766,0.21568627450980404,0,0,0.22549019607843152,0.21568627450980404,4.052456167
E6S50,3.393865734,2006,2006-06-22,67.686604,-163.682583,0.09354838709677417,0.006451612903225806,0,0,0.09999999999999998,0.05483870967741934,0.006451612903225806,0.038709677419354827,0.05483870967741934,0.045161290322580636,0.05483870967741934,0.045161290322580636,0,0.006451612903225806,0.045161290322580636,0.003225806451612903,0,0,0.006451612903225806,0.038709677419354827,0.3393865734
EKOTZ10,5.993726033,2006,2006-07-01,66.878387,-162.537136,31.576086956521774,2.6630434782608723,0,0.38043478260869606,34.61956521739134,15.217391304347842,2.6630434782608723,17.119565217391322,15.217391304347842,19.782608695652193,15.217391304347842,19.782608695652193,0,6.086956521739137,8.369565217391314,0.7608695652173921,0,0,2.6630434782608723,17.119565217391322,207.50018929462
EKOTZ100,7.345103045,2006,2006-07-01,66.878793,-162.535373,30.50000000000002,4.250000000000003,0,0,34.75000000000002,13.750000000000009,1.5000000000000009,19.750000000000014,13.750000000000009,21.250000000000014,13.750000000000009,21.250000000000014,0,6.750000000000004,6.500000000000004,0.5000000000000003,0,0,1.5000000000000009,19.750000000000014,255.24233081375
EKOTZ50,6.425569056,2006,2006-07-01,66.878569,-162.536345,4.482758620689659,0.4597701149425292,0,0,4.942528735632188,3.7931034482758657,0.3448275862068969,0.8620689655172422,3.7931034482758657,1.2068965517241392,3.7931034482758657,1.2068965517241392,0,2.5287356321839103,1.1494252873563229,0.1149425287356323,0,0,0.3448275862068969,0.8620689655172422,31.758559702069
EREF1-2,4.574061827,2006,2006-07-03,67.241524,-163.594824,19.723618090452252,5.150753768844219,0,0,24.87437185929647,18.341708542713558,1.7587939698492456,4.899497487437184,18.341708542713558,6.658291457286429,18.341708542713558,6.658291457286429,0,10.804020100502507,5.778894472361807,1.7587939698492456,0,0,1.7587939698492456,4.899497487437184,113.776914792211
EREF2-1,6.597725315,2006,2006-07-02,67.141356,-163.134477,9.635036496350367,0.3649635036496351,0,0,10.000000000000002,7.5182481751824835,1.5328467153284673,0.9489051094890513,7.5182481751824835,2.4817518248175183,7.5182481751824835,2.4817518248175183,0,2.3357664233576645,5.109489051094892,0.07299270072992702,0,0,1.5328467153284673,0.9489051094890513,65.97725315
EREF2-2,5.59944171,2006,2006-07-02,67.140379,-163.137895,1.9007092198581566,0.099290780141844,0,0,2.0000000000000004,1.659574468085107,0.014184397163120572,0.32624113475177313,1.659574468085107,0.3404255319148937,1.659574468085107,0.3404255319148937,0,1.0212765957446812,0.6099290780141846,0.028368794326241144,0,0,0.014184397163120572,0.32624113475177313,11.19888342
EREF2-3,5.496696401,2006,2006-07-02,67.12451,-163.120174,3.4000000000000017,0.6000000000000003,0,0,4.000000000000002,2.4800000000000013,0.04000000000000002,1.4800000000000009,2.4800000000000013,1.520000000000001,2.4800000000000013,1.520000000000001,0,1.6800000000000008,0.3200000000000002,0.4800000000000002,0,0,0.04000000000000002,1.4800000000000009,21.986785604
G2R,4.176245258,2007,2007-06-13,67.418686,-163.752078,0.7741935483870968,0.22580645161290322,0,0,1,0.43548387096774194,0.25806451612903225,0.3064516129032258,0.43548387096774194,0.564516129032258,0.43548387096774194,0.564516129032258,0,0.14516129032258063,0.24193548387096775,0.04838709677419355,0,0,0.25806451612903225,0.3064516129032258,4.176245258
G3R,4.661634882,2007,2007-06-13,67.365403,-163.234416,0.07627118644067797,0.023728813559322035,0,0,0.1,0.04576271186440678,0.013559322033898306,0.04067796610169492,0.04576271186440678,0.054237288135593226,0.04576271186440678,0.054237288135593226,0,0.01864406779661017,0.023728813559322035,0.0033898305084745766,0,0,0.013559322033898306,0.04067796610169492,0.4661634882
J1,5.232490516,2007,2007-06-06,67.479739,-157.968908,20.65573770491803,9.344262295081966,0,0,30,14.508196721311474,4.426229508196721,11.065573770491802,14.508196721311474,15.491803278688524,14.508196721311474,15.491803278688524,0.7377049180327868,6.393442622950819,7.131147540983606,0,0.2459016393442623,0,4.426229508196721,11.065573770491802,156.97471548
JAW1,4.644835435,2007,2007-07-01,67.396101,-159.160676,0.07341772151898734,0.02658227848101266,0,0,0.1,0.056962025316455694,0.010126582278481013,0.03291139240506329,0.056962025316455694,0.043037974683544304,0.056962025316455694,0.043037974683544304,0,0.012658227848101266,0.04050632911392405,0.002531645569620253,0.0012658227848101266,0,0.010126582278481013,0.03291139240506329,0.4644835435
JDSA1,3.739466318,2007,2007-06-27,67.475828,-160.104211,0.5594405594405595,0.36363636363636365,0,0.027972027972027972,0.9510489510489512,0.6783216783216783,0.11888111888111888,0.2027972027972028,0.6783216783216783,0.32167832167832167,0.6783216783216782,0.32167832167832167,0,0.26573426573426573,0.3146853146853147,0.07692307692307693,0.02097902097902098,0.006993006993006993,0.11188811188811189,0.2027972027972028,3.55641551921678
JDSC1,3.51,2007,2007-06-30,67.523947,-158.002907,0.04891304347826087,0.051086956521739134,0,0,0.1,0.06304347826086956,0.008695652173913044,0.028260869565217395,0.06304347826086956,0.036956521739130437,0.06304347826086956,0.036956521739130437,0.018478260869565218,0.018478260869565218,0.013043478260869566,0.010869565217391304,0.002173913043478261,0,0.008695652173913044,0.028260869565217395,0.351
JDSC2,3.75,2007,2007-06-30,67.646437,-160.201568,3.5507246376811596,1.3043478260869565,0,0,4.855072463768116,2.246376811594203,0.6521739130434783,2.101449275362319,2.246376811594203,2.753623188405797,2.246376811594203,2.753623188405797,0,0.9420289855072465,0.4347826086956522,0.6521739130434783,0.2173913043478261,0,0.6521739130434783,2.101449275362319,18.2065217391304
JLBA,4.857823747,2007,2007-06-07,67.393256,-158.281062,17.832167832167833,11.748251748251748,0,0,29.58041958041958,16.783216783216787,5.034965034965035,8.181818181818182,16.783216783216787,13.216783216783217,16.783216783216783,13.216783216783217,0.6293706293706294,8.181818181818182,7.132867132867133,0.2097902097902098,0.6293706293706294,0,5.034965034965035,8.181818181818182,143.696464683986
JLBEA1,4.119821593,2007,2007-06-27,67.256597,-159.943077,16.261682242990652,3.7383177570093453,0,0,19.999999999999996,11.588785046728972,1.308411214953271,7.102803738317757,11.588785046728972,8.411214953271028,11.588785046728972,8.411214953271028,0,4.299065420560748,6.915887850467289,0.37383177570093457,0,0,1.308411214953271,7.102803738317757,82.39643186
JLichen1,6.041525684,2007,2007-06-30,67.500377,-159.767377,62.234042553191486,12.765957446808509,0,0,75,34.30851063829787,7.180851063829786,33.51063829787234,34.30851063829787,40.691489361702125,34.30851063829787,40.691489361702125,0,11.170212765957446,23.138297872340424,0,0,0,7.180851063829786,33.51063829787234,453.1144263
JLichen2,5.092980621,2007,2007-07-01,67.391304,-159.186019,62.109375,12.890625,0,0,75,38.671875,12.890625,23.4375,38.671875,36.328125,38.671875,36.328125,0,16.40625,22.265625,0,0,0,12.890625,23.4375,381.973546575
JMixed1,4.982799139,2007,2007-07-02,67.309725,-158.400241,6.666666666666666,3.2738095238095233,0,0.05952380952380952,10,5.8928571428571415,1.3690476190476188,2.7380952380952377,5.8928571428571415,4.107142857142857,5.8928571428571415,4.107142857142857,0.05952380952380952,2.202380952380952,3.035714285714285,0.5357142857142857,0.05952380952380952,0,1.3690476190476188,2.7380952380952377,49.82799139
JSVC1,3.665213964,2007,2007-06-11,67.270293,-163.676591,5,0,0,0,5,1.7777777777777777,0.6666666666666666,2.5555555555555554,1.7777777777777777,3.222222222222222,1.7777777777777777,3.222222222222222,0,1.1111111111111112,0.6666666666666666,0,0,0,0.6666666666666666,2.5555555555555554,18.32606982
JTLC1,2.505,2007,2007-07-02,67.524916,-158.092986,0.08157894736842106,0.010526315789473684,0,0,0.09210526315789475,0.04736842105263158,0.007894736842105263,0.04473684210526316,0.04736842105263158,0.05263157894736842,0.04736842105263158,0.05263157894736842,0.002631578947368421,0.02894736842105263,0.013157894736842105,0.002631578947368421,0,0,0.007894736842105263,0.04473684210526316,0.230723684210526
LBEA1,4.699723675,2007,2007-06-06,67.439272,-158.101744,4.885496183206107,3.114503816793893,0,0,8,4.030534351145038,1.2213740458015268,2.7480916030534353,4.030534351145038,3.9694656488549622,4.030534351145038,3.9694656488549622,0.48854961832061067,1.1603053435114503,1.9541984732824427,0.24427480916030533,0.183206106870229,0,1.2213740458015268,2.7480916030534353,37.5977894
LBEA2,5.748362793,2007,2007-06-24,67.618445,-159.847607,14.593908629441623,9.644670050761421,0,0.38071065989847713,24.61928934010152,14.340101522842637,4.314720812182741,6.345177664974619,14.340101522842637,10.65989847715736,14.34010152284264,10.65989847715736,0,6.725888324873096,6.472081218274111,0.7614213197969543,0.38071065989847713,0.38071065989847713,3.9340101522842637,6.345177664974619,141.520606832741
Loweric6,2.95,2012,2012-07-25,68.068224,-150.446115,3.452380952380952,1.23015873015873,0,0,4.682539682539682,2.9365079365079363,0.6349206349206349,1.4285714285714284,2.9365079365079363,2.0634920634920633,2.9365079365079363,2.0634920634920633,0.07936507936507936,1.3095238095238095,0.873015873015873,0.6746031746031745,0,0,0.6349206349206349,1.4285714285714284,13.8134920634921
Lowrc149,4.530925869,2012,2012-07-24,68.098016,-150.357429,0.3536585365853659,0.12804878048780488,0,0,0.48170731707317077,0.2682926829268293,0.05487804878048781,0.17682926829268295,0.2682926829268293,0.23170731707317077,0.2682926829268293,0.23170731707317077,0,0.12195121951219513,0.08536585365853659,0.042682926829268296,0.01829268292682927,0,0.05487804878048781,0.17682926829268295,2.18258014421341
Lowrc34,4.323278991,2012,2012-08-10,67.880026,-153.25538,0.3090909090909091,0.1590909090909091,0,0,0.46818181818181814,0.2863636363636364,0.06818181818181818,0.14545454545454545,0.2863636363636364,0.21363636363636362,0.2863636363636363,0.21363636363636362,0,0.09999999999999999,0.09090909090909091,0.08636363636363636,0.00909090909090909,0,0.06818181818181818,0.14545454545454545,2.02408061851364
Lowrc39,3.963278991,2012,2012-08-07,67.873168,-153.307206,1.9838709677419353,0.8225806451612903,0.024193548387096774,0.024193548387096774,2.8548387096774195,1.8387096774193548,0.36290322580645157,0.7983870967741935,1.8387096774193548,1.161290322580645,1.8387096774193548,1.161290322580645,0,0.7741935483870968,0.5564516129032258,0.41129032258064513,0.0967741935483871,0,0.36290322580645157,0.7983870967741935,11.3145222807581
Lowrc43,7.132774531,2012,2012-06-29,66.858521,-155.65645,2.202127659574468,0.7978723404255319,0,0,3,1.3404255319148937,0.3829787234042553,1.276595744680851,1.3404255319148937,1.6595744680851063,1.3404255319148937,1.6595744680851063,0,0.28723404255319146,0.8297872340425532,0.22340425531914893,0,0,0.3829787234042553,1.276595744680851,21.398323593
Lowrc45,4.398915718,2012,2012-08-21,67.402601,-153.020887,0.33544303797468356,0.16455696202531644,0,0,0.5,0.22151898734177217,0.10759493670886076,0.17088607594936708,0.22151898734177217,0.27848101265822783,0.22151898734177217,0.27848101265822783,0,0.08227848101265824,0.0949367088607595,0.04430379746835443,0,0,0.10759493670886076,0.17088607594936708,2.199457859
Lowrc48,4.064798524,2012,2012-08-07,67.893428,-153.298367,1.6857142857142857,1.0857142857142856,0.02857142857142857,0.05714285714285714,2.8571428571428568,1.8571428571428572,0.37142857142857144,0.7714285714285715,1.8571428571428572,1.1428571428571428,1.8571428571428572,1.1428571428571428,0,0.6,0.6,0.5428571428571428,0.11428571428571428,0,0.37142857142857144,0.7714285714285715,11.6137100685714
Lowrc60,3.026759459,2012,2012-06-29,66.847237,-155.647037,1.9468085106382977,1.053191489361702,0,0,3,1.5,0.4787234042553191,1.0212765957446808,1.5,1.5,1.5,1.5,0,0.4787234042553191,0.6063829787234042,0.4148936170212766,0,0,0.4787234042553191,1.0212765957446808,9.080278377
LW1R,4.083632728,2007,2007-06-15,67.605563,-163.462492,6.532258064516129,3.306451612903226,0,0,9.838709677419356,5.403225806451613,0.8870967741935484,3.709677419354839,5.403225806451613,4.596774193548387,5.403225806451612,4.596774193548387,0,1.370967741935484,2.5806451612903225,1.1290322580645162,0.3225806451612903,0,0.8870967741935484,3.709677419354839,40.17767684
LW2R,3.65,2007,2007-06-12,67.346007,-163.400451,0.9523809523809523,1.0476190476190474,0,0,1.9999999999999998,1.2380952380952381,0.19047619047619047,0.5714285714285714,1.2380952380952381,0.7619047619047619,1.2380952380952381,0.7619047619047619,0,0.5,0.42857142857142855,0.23809523809523808,0.07142857142857142,0,0.19047619047619047,0.5714285714285714,7.3
LW3R,3.448197478,2007,2007-06-15,67.658508,-163.385478,0.5046728971962616,0.46728971962616817,0,0,0.9719626168224298,0.747663551401869,0.037383177570093455,0.21495327102803735,0.747663551401869,0.2523364485981308,0.7476635514018691,0.2523364485981308,0.02803738317757009,0.23364485981308408,0.3177570093457944,0.14018691588785046,0.02803738317757009,0,0.037383177570093455,0.21495327102803735,3.35151904403738
Mafic10,2.233333333,2012,2012-06-28,66.900249,-155.603398,0.29285714285714287,0.2,0,0,0.4928571428571429,0.26428571428571423,0.10357142857142856,0.13214285714285715,0.26428571428571423,0.2357142857142857,0.26428571428571423,0.2357142857142857,0.02142857142857143,0.10714285714285714,0.11071428571428571,0.02142857142857143,0.0035714285714285713,0,0.10357142857142856,0.13214285714285715,1.10071428555
Mafic11,2.9,2012,2012-07-20,67.784572,-150.4739,0.25903614457831325,0.20481927710843376,0,0,0.463855421686747,0.3192771084337349,0.06626506024096386,0.11445783132530121,0.3192771084337349,0.1807228915662651,0.3192771084337349,0.1807228915662651,0.042168674698795185,0.13253012048192772,0.06626506024096386,0.06626506024096386,0.012048192771084338,0,0.06626506024096386,0.11445783132530121,1.34518072289157
Mafic19,2.738880345,2012,2012-06-28,66.906265,-155.609752,0.14215686274509803,0.09803921568627451,0,0.0024509803921568627,0.24264705882352938,0.12745098039215685,0.03676470588235294,0.0857843137254902,0.12745098039215685,0.12254901960784315,0.12745098039215685,0.12254901960784315,0,0.058823529411764705,0.05392156862745098,0.014705882352941176,0,0.0024509803921568627,0.03431372549019608,0.0857843137254902,0.664581260183823
Mafic2,3.8,2012,2012-07-21,67.790564,-150.434606,0.34285714285714286,0.08571428571428572,0,0.05714285714285714,0.48571428571428577,0.2142857142857143,0.11428571428571428,0.17142857142857143,0.2142857142857143,0.2857142857142857,0.2142857142857143,0.2857142857142857,0.04285714285714286,0.12857142857142856,0.02857142857142857,0.014285714285714285,0,0.02857142857142857,0.08571428571428572,0.17142857142857143,1.84571428571429
Mafic31,2.35,2012,2012-07-18,67.773623,-150.509053,0.24358974358974358,0.21794871794871795,0,0.038461538461538464,0.5,0.3076923076923077,0.08974358974358974,0.10256410256410256,0.3076923076923077,0.19230769230769232,0.3076923076923077,0.19230769230769232,0.08974358974358974,0.038461538461538464,0.14102564102564102,0.038461538461538464,0,0.038461538461538464,0.05128205128205128,0.10256410256410256,1.175
Mafic7,,2012,2012-07-21,67.787351,-150.422917,0.14,0.1,0,0,0.24000000000000002,0.15000000000000002,0.06,0.04,0.15000000000000002,0.1,0.15000000000000002,0.1,0.08,0.02,0.03,0.02,0,0,0.06,0.04,
Mafic8,2.68688096,2012,2012-07-01,66.89945,-155.571465,0.27459016393442626,0.20081967213114754,0,0,0.4754098360655738,0.30327868852459017,0.0860655737704918,0.11065573770491803,0.30327868852459017,0.19672131147540983,0.30327868852459017,0.19672131147540983,0.00819672131147541,0.15163934426229508,0.11885245901639345,0.01639344262295082,0.00819672131147541,0,0.0860655737704918,0.11065573770491803,1.27736963672131
NE-2a,3.1275,2005,2005-07-02,68.027878,-156.176944,12.155844155844155,5.6103896103896105,0,0.23376623376623376,18,9.818181818181818,3.74025974025974,4.441558441558442,9.818181818181818,8.181818181818182,9.818181818181818,8.181818181818182,0,2.8051948051948052,5.6103896103896105,1.4025974025974026,0,0,3.74025974025974,4.441558441558442,56.295
NE-2b,4.0425,2005,2005-07-02,68.013271,-156.140755,6.615384615384616,3.230769230769231,0,0.15384615384615385,10,4.923076923076923,1.076923076923077,4,4.923076923076923,5.076923076923077,4.923076923076923,5.076923076923077,0,2,1.5384615384615385,1.2307692307692308,0.15384615384615385,0,1.076923076923077,4,40.425
NE-2c,1.8,2005,2005-06-29,67.851664,-156.561099,0.05714285714285715,0.04285714285714286,0,0,0.1,0.08571428571428573,0,0.014285714285714287,0.08571428571428573,0.014285714285714287,0.08571428571428573,0.014285714285714287,0,0,0.07142857142857144,0.014285714285714287,0,0,0,0.014285714285714287,0.18
NE-3a,3.89875,2005,2005-07-13,68.378413,-159.661671,26.428571428571427,8.571428571428571,0,0,35,17.857142857142854,6.428571428571429,10.714285714285715,17.857142857142854,17.142857142857146,17.857142857142858,17.142857142857146,0,5.714285714285714,8.214285714285714,2.857142857142857,1.0714285714285714,0,6.428571428571429,10.714285714285715,136.45625
