FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
116,CF3R, ,1,2,CAKR07,Lplot,Upland Moist Spruce Forest, ,Shanti Berryman,Sean Patrick, ,177.549,8,-0.55172,0.039124,120,20,15,45,60,60,15,0.1,0.1,40,0,0,39,1.751263,1.538043,0,1,Adjusted plot to East of original point because moose were at original point. High moose use at this plot.,67.186669,-162.833244,0.1 – 0.7 m,2.9,1.4,Postprocessed Carrier Fl,GeoXH 2005,7/4/07 0:00,09:29:21am,New,Lichen_P,RCRXHR070409A.cor,10,10,KOVA_CAKR_07,177.549,1.1,0.4,0,95,3,3,2,8,241,1,24,3,3,13,28,19,8,1,1176,1,4,70,93,143,45,25,32
117,CHV, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.16282,-150.50172,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173,179,138,89,77,73
118,CNF2, ,1,5,KOVA,Lplot,Closed Needleleaf Forest, ,Shanti Berryman,Heath Powers, ,40,0,-0.676,0.237339,0,35,55,25,0.1,8,95,15,0.1,3,0,0.1,43,1.941834,1.997037,7.481263,1,"Marked center with Garmin b/c Tremble was not functioning. Used Garmin (SN# 93648027) labeled """"WEAR Ecology"""" on front and """"For Red Dog Neitlich"""" on back label; point is """"CNF2 CNTR"""". Moose scat on plot.",67.308419,-158.600132,< 3m, , , ,Garmin Map 76S,6/7/07 0:00, , , , , , , , , , , ,75,1,6,2,8,241,6,82,3,3,13,28,19,8,1,310,0,5,85,113,126,49,23,30
119,CNF5, ,1,5,KOVA,Lplot,Closed Needleleaf Forest, ,Peter Neitlich,Mary Booth, ,222.656,17,-0.372052,0.106143,170,20,45,20,0.1,0.1,60,1,0,60,0,0,38,1.69213,1.586111,7.590957,1, ,67.388576,-158.363821,0.1 – 0.7 m,2.2,1,Postprocessed Code,GeoXH 2005,6/5/07 0:00,04:03:21pm,New,Lichen_P,ARCNXH1060516A.cor,8,8,KOVA_CAKR_07,222.656,0.9,0.6,0.098966,65,3,6,3,3,230,6,110,4,3,13,28,19,8,1,1191,1,2,65,93,116,41,21,36
120,CNFJ1, ,1,5,KOVA,judgement,Closed Needleleaf Forest, ,Shanti Berryman,Elise Kahl, ,70.864,0,-0.676,0.237339,0,40,75,10,1,0.1,95,1,0,25,0,0,30,1.911111,1.957265,7.98,1,Cladina arb/mit was only present in SW part of plot so search for this lichen was not random. Quite a bit of Hyl spl.,67.040289,-158.838927,0.1 – 0.7 m,3.6,1.5,Postprocessed Code,GeoXH 2005,6/19/07 0:00,12:03:21pm,New,Lichen_P,AKRXHR061912A.cor,8,8,KOVA_CAKR_07,70.864,1.1,0.8,0.352535,80,2,6,2,8,241,3,111,4,3,13,28,19,8,1,1231,0,7,70,75,87,37,15,25
121,CNFJ2, ,1,5,KOVA,judgement,Closed Needleleaf Forest, ,Abbey Rosso,Sean Patrick, ,110.487,4,-0.719566,0.358169,50,30,25,5,1,0.1,75,25,0.1,5,0,0,45,1.892627,1.940592,7.157428,1,Cladina stygia and Cetraria islandica present but not common (did not measure heights).,67.026526,-158.868757,0.1 – 0.7 m,2,0.9,Postproces,GeoXH 2005,6/19/07 0:00,11:56:11am,New,Lichen_P,RCRXHR061,10,10,KOVA_CAKR_07,110.487,0.6,0.3,0,50,3,6,2,8,241,3,111,4,3,15,70,17,5,3,1231,0,10,62,62,66,21,8,3
122,CT1R, ,1,2,CAKR07,Lplot,Upland Dry Crowberry Shrub, ,Shanti Berryman,Julia Steege, ,2.279,0,-0.676,0.237339,0,0,65,0,0.1,25,55,7,0.1,2,0.1,0.1,36,1.943191,1.980626,4.04485,0,"This plot was 1/2 moist with standing water and sphagnum, and the other 1/2 was more hummocks w/ low dwarf shrub and lichen. Very high diversity. Most plants are not even leafed out yet or flowering, so difficult to identify or key.",67.113362,-163.608949,0.1 – 0.7 m,2.3,1.1,Postprocessed Code,GeoXH 2005,6/13/07 0:00,10:02:51am,New,Lichen_P,AKRXHR061308A.cor,8,8,KOVA_CAKR_07,2.279,0.7,0.4,0.18156,75,1,3,3,5,245,2,113,4,2,2,2,13,12,2,1176,1,5,160,180,152,79,66,65
123,CT2R, ,1,2,CAKR07,Lplot,Upland Dry Crowberry Shrub, ,Abbey Rosso,Sean Patrick, ,1.066,0,-0.676,0.237339,0,0,30,0,0.1,10,70,20,0,1,0,0,29,1.978042,1.978128,4.068009,0,Plot moved just far enough to avoid wetlands.,67.114103,-163.508514,0.1 – 0.7 m,3,1.2,Postprocessed Carrier Fl,GeoXH 2005,6/13/07 0:00,12:57:26pm,New,Lichen_P,RCRXHR061309A.cor,8,8,KOVA_CAKR_07,1.066,0.7,0.3,0,35,1,3,3,5,245,2,113,4,3,15,63,23,14,2,1176,1,5,164,186,154,85,74,67
124,CyanoTun,Cyanotund,0,3,NOAT-E,survey, , ,Lichen Quest, , ,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.4633,-161.45458,< 15 m, , , ,Garmin 12Map,6/27/04 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,177,176,78,62,55
125,Day Peak, ,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.3926,-155.10129,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,255,255,123,164,144,142
126,DBTT1R, ,1,2,CAKR07,Lplot,Dwarf Birch-Tussock Tundra, ,Shanti Berryman,Julia Steege, ,61.734,0,-0.676,0.237339,0,0,15,0,0.1,85,90,0.1,0.1,5,0,0.1,20,1.758838,1.763889,3.808773,0,Organic soil only. No mineral soil. Peaty with permafrost directly below.,67.692997,-163.93998,0.1 – 0.7 m,1.9,0.9,Postprocessed Code,GeoXH 2005,6/15/07 0:00,05:21:26pm,New,Lichen_P,AKRXHR061513A.cor,16,16,KOVA_CAKR_07,61.734,0.8,0.5,0.228167,95,1,4,3,3,210,1,59,4,3,11,83,29,8,1,1171,1,5,159,189,151,87,73,59
127,DBTT3R, ,1,2,CAKR07,Lplot,Dwarf Birch-Tussock Tundra, ,Abbey Rosso,Sean Patrick, ,211.614,2,-0.688723,0.931152,300,0,30,0,0.1,60,30,0.1,0,0.1,0,0.1,20,1.99531,2.088259,5.217785,1,Lichen survey took about 1 hour. Plot moved to avoid willow-dominated area around a small pond.,67.714956,-163.440218,0.1 – 0.7 m,3.3,1.3,Postprocessed Carrier Fl,GeoXH 2005,6/15/07 0:00,01:11:41pm,New,Lichen_P,RCRXHR061509A.cor,10,10,KOVA_CAKR_07,211.614,0.3,0.2,0,85,1,4,3,3,210,1,24,4,5,16,49,21,3,1,1172,0,4,146,180,168,87,71,56
128,Dietrich, ,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.0338,-149.72995,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,156,160,63,40,39
129,DSC1, ,1,5,KOVA,Lplot,Dwarf Shrub Carbonate, ,Shanti Berryman,Sean Patrick, ,745.705,22,-0.299655,0.134913,140,0,80,0,8,0.1,50,2,1,25,1,0,33,2.07619,1.978947,4.004859,1,"Hylocomium splendens was very abundant. This veg type is nothing like the sparse veg or talus - very few rocks and mostly dwarf shrub. Large rocks were acidic. Smaller rocks were carbonate, but most of the lichen cover and diversity was found on the acid",67.801317,-159.961502,0.1 – 0.7 m,2.1,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/24/07 0:00,05:26:11pm,New,Lichen_P,RCRXHR062417A.cor,10,10,KOVA_CAKR_07,745.705,0.4,0.2,0,90,4,6,3,3,230,1,110,4,5,16,49,21,3,1,1174,1,1,172,219,236,100,70,64
130,DSC4, ,1,5,KOVA,Lplot,Dwarf Shrub Carbonate, ,Shanti Berryman,Sean Patrick, ,749.529,9,-0.518019,0.998044,180,0,65,0,15,36,80,1,0.1,5,0.1,0.1,44,1.766453,1.798291,5.08739,1,This plot was supposed to be carbonate - actually it is acidic. Fairly wet plot - dwarf shrub but highly vegetated and mossy,67.827621,-159.932194,0.1 – 0.7 m,1.8,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/25/07 0:00,03:23:06pm,New,Lichen_P,RCRXHR062511A.cor,10,10,KOVA_CAKR_07,749.529,0.6,0.4,0,75,3,6,3,3,230,3,110,4,1,5,84,20,11,3,1174,1,1,192,214,183,91,66,55
131,Dune2,DUNE2,1,5,KOVA,judgement,Stabilized Sand Dunes, ,Abbey Rosso,Sean Patrick, ,76.78,2,-0.655666,0.488937,100,0.1,1,0,0.1,27,35,25,10,0.1,0.1,0,16,2.157823,2.165714,1.862253,0, ,67.04401,-158.841183,0.1 – 0.7 m,2.1,0.9,Postproces,GeoXH 2005,6/19/07 0:00,05:47:01pm,New,Lichen_P,RCRXHR061,9,9,KOVA_CAKR_07,76.78,0.3,0.2,0,30,2,6,2,8,241,3,111,4,1,21,60,31,8,2,1231,0,6,220,184,92,99,92,80
132,Dunes1,DUNES1,1,5,KOVA,judgement,Stabilized Sand Dunes, ,Shanti Berryman,Elise Kahl, ,78.73,4,-0.596315,0.943984,168,0.1,4,0,0.1,15,35,3,60,0.1,1,0,28,1.961905,1.91619,2.577814,0,"Cladina arb/mit was in only one location at NE corner of plot so height collection was not random. Organic soil didn't really exist - collected """"duff"""" from shrub/grass areas instead. Measured E. perfragilis b/c not much else to measure.",67.04144,-158.84237,0.1 – 0.7 m,2.7,1.7,Postprocessed Code,GeoXH 2005,6/19/07 0:00,01:43:21pm,New,Lichen_P,AKRXHR061913A.cor,9,9,KOVA_CAKR_07,78.73,0.8,0.6,0.431388,25,2,6,2,8,241,3,111,4,2,1,10,12,12,1,1231,0,6,255,214,124,218,196,170
133,E1S10,E1S-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-south,Anaka Mines,Shanti Berryman, ,336,2,-0.722141,0.926602,344,0,85,0,5,25,75,0.1,0,15,0,0,19,0,0,3.238916,1,Mosses are alive but dusty.  Unusually high lichen diversity for a 10m plot.,67.624324,-163.891897,0.4 – 1.1m,2.9,1.3,Postprocessed Code,GeoXT,6/27/06 0:00,09:25:11am,New,LichenPl,XT062709A.cor,7,7,06CAKRVEG_v6,328.109,0.9,0.5,0.384473, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,154,139,74,55,53
134,E1S100,E1S-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-south,Anaka Mines,Shanti Berryman, ,343,3,-0.754564,0.99367,4,0,75,0,4,20,90,0.1,0,20,0,0,23,0,0,3.280753,1,Hyl.Spl. Sparse.  High level of Sphagnum.  Best we could find in the area.  Dust: little.  Not enough lichens for measurement.,67.623412,-163.892267,0.4 – 1.1m,4.5,1.7,Postprocessed Code,GeoXT,6/27/06 0:00,11:08:01am,New,LichenPl,XT062709A.cor,9,9,06CAKRVEG_v6,340.88,1.3,0.5,0.398622, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,161,149,74,59,53
135,E1S1000,E1S-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-south,Anaka Mines,Shanti Berryman, ,493,4,-0.716177,0.186766,308,0,80,0,0.1,20,80,2,0,20,0,0,43,0,0,4.201689,1,Not a great E.  Moss looks great.  No Stygia.,67.616514,-163.880121,0.4 – 1.1m,4,1.7,Postprocessed Code,GeoXT,6/27/06 0:00,01:38:56pm,New,LichenPl,XT062709A.cor,6,6,06CAKRVEG_v6,485.93,1,0.5,0.266553, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,157,169,79,51,47
136,E1S1000A,E1S-1000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-south,Anaka Mines,Shanti Berryman, ,493,4,-0.716177,0.186766,308,0,75,0,0.1,25,75,4,0.1,15,0,0.1,40,0,0,4.370546,1,Patch of E in the middle of tussock Tundra.  Forgot picture but similar to 1000 plot.,67.616416,-163.879935,0.4 – 1.1m,1.9,1,Postprocessed Code,GeoXT,6/27/06 0:00,02:40:56pm,New,LichenPl,XT062709A.cor,7,7,06CAKRVEG_v6,493.458,0.6,0.4,0.311985, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,159,169,79,62,42
137,E1S2000,E1S-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,586,5,-0.793036,0.926602,344,0,60,0,10,20,60,4,1,10,0,0,42,0,0,4.475237,1,…& trampled …lichens (unable to read) No Laevigata.  Moss looks good.,67.608639,-163.86803,0.4 – 1.1m,3,1.8,Postprocessed Code,GeoXT,7/6/06 0:00,07:07:16pm,New,LichenPl,XT070608A.cor,5,5,06CAKRVEG_v6,609.911,0.9,0.7,0.371908, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,146,167,68,47,45
138,E1S300,E1S-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-south,Anaka Mines,Shanti Berryman,Peter Neitlich,368,3,-0.718226,0.974844,318,0,70,0,0.1,5,90,0.1,0,0.1,0,0,17,0,0,3.331667,1,Stygia and Thamnolia not present.,67.621994,-163.889907,0.4 – 1.1m,2.5,1.2,Postprocessed Code,GeoXT,6/21/06 0:00,06:20:46pm,New,LichenPl,XT062113B.cor,28,28,06CAKRVEG_v6,369.234,0.8,0.4,0.300631, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,161,169,79,59,58
139,E1S4000,E1S-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,646,8,-0.829607,0.816671,330,0,60,0,1,35,50,2,0,15,0,0,45,0,0,4.891382,1,"Photo taken.  Near alpine area, base of hill. 2% lichen cover mostly crust lichens.  Moss looks good.",67.588353,-163.859175,0.4 – 1.1m,2.2,1.1,Postprocessed Code,GeoXT,7/6/06 0:00,05:10:41pm,New,LichenPl,XT070608A.cor,5,5,06CAKRVEG_v6,640.852,0.7,0.4,0.31974, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,165,154,73,58,52
140,E1S50,E1S-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-south,Anaka Mines,Shanti Berryman, ,344,2,-0.722141,0.926602,344,0,65,0,1,15,85,0.1,0,10,0,0,21,0,0,4.525479,1,West end of Plot has Sphagnum.,67.624011,-163.891416,0.4 – 1.1m,4.8,1.3,Postprocessed Code,GeoXT,6/27/06 0:00,10:04:41am,New,LichenPl,XT062709A.cor,5,5,06CAKRVEG_v6,330.369,1.1,0.5,0.38848, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,150,139,74,52,48
141,E2S10,E2S-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-south,Anaka Mines,Shanti Berryman, ,384,2,-0.71307,0.816671,330,0,85,0,1,10,40,0.1,0,25,0,0,17,0,0,4.089589,1,"Dead moss a little bit.  Peltigera Aphthosa is dying.  Best looking 10m plot so far, best looking E at 10m.",67.627786,-163.869215,0.4 – 1.1m,2.3,1.4,Postprocessed Code,GeoXT,6/25/06 0:00,08:14:06am,New,LichenPl,XT062508A.cor,6,6,06CAKRVEG_v6,383.319,0.7,0.6,0.301377, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,135,129,73,51,47
142,E2S100,E2S-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-south,Anaka Mines,Shanti Berryman, ,405,3,-0.72062,0.444791,320,0,40,0,1,10,90,2,0,15,0,0,30,0,0,4.477906,1,Musk ox quiviut in plot.,67.628178,-163.860536,0.4 – 1.1m,2.5,0.9,Postprocessed Code,GeoXT,6/25/06 0:00,09:36:56am,New,LichenPl,XT062508A.cor,5,5,06CAKRVEG_v6,421.449,0.8,0.4,0.256096, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,150,152,68,51,51
143,E2S1000,E2S-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-south,Anaka Mines,Shanti Berryman, ,441,1,-0.688209,0.229849,46,0,70,0,1,12,30,3,0,20,0,0,39,0,0,4.600154,1,On a dry hump cotton grass.  No Sphagnum.,67.623693,-163.835196,0.4 – 1.1m,2.9,1.5,Postprocessed Code,GeoXT,6/25/06 0:00,01:02:46pm,New,LichenPl,XT062508A.cor,5,5,06CAKRVEG_v6,445.729,0.9,0.5,0.28936, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,151,162,67,54,45
144,E2S1000A,E2S-1000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-south,Anaka Mines,Shanti Berryman, ,423,2,-0.705513,0.358169,40,0,85,0,1,13,65,4,0,10,0,0,25,0,0,3.507274,1,"Caribou and other scat present, lichens look grazed.  On a dry hump.  Trace Sphagnum.",67.623824,-163.835184,0.4 – 1.1m,2.4,1.4,Postprocessed Code,GeoXT,6/25/06 0:00,02:43:56pm,New,LichenPl,XT062508A.cor,5,5,06CAKRVEG_v6,447.832,0.7,0.5,0.39889, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,153,162,72,54,50
145,E2S2000,E2S-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,2000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,460,2,-0.69219,0.4098,304,0,85,0,3,15,70,2,0,5,0,0.1,32,0,0,4.193755,1, ,67.6162,-163.820034,0.4 – 1.1m,2.4,1.2,Postprocessed Code,GeoXT,7/7/06 0:00,03:26:56pm,New,LichenPl,XT070709A.cor,5,5,06CAKRVEG_v6,453.593,0.8,0.5,0.266558, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,159,162,74,59,47
146,E2S300,E2S-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-south,Anaka Mines,Shanti Berryman, ,424,3,-0.731953,0.816671,330,0,80,0,0.1,15,85,1,0,15,0,0,33,0,0,3.958174,1,Moss looks good.,67.625076,-163.868677,0.4 – 1.1m,2.3,1.1,Postprocessed Code,GeoXT,6/25/06 0:00,11:37:11am,New,LichenPl,XT062508A.cor,5,5,06CAKRVEG_v6,422.252,0.7,0.4,0.280226, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,146,159,73,51,52
147,E2S4000,E2S-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,4000m-south,Anaka Mines,Shanti Berryman,Linda Geiser,639,4,-0.764424,0.004399,20,0,50,0,5,35,50,5,4,10,0,0,50,0,0,4.645598,1,"Moss looks good.  E was not really good here, Carex dominated.  Tried for best spot with dominant ledum and vaccinium, also dry hummciks present.  <10cm rocks collected.",67.594336,-163.834785,0.4 – 1.1m,3.8,1.8,Postprocessed Code,GeoXT,7/7/06 0:00,04:13:46pm,New,LichenPl,XT070709A.cor,6,6,06CAKRVEG_v6,650.63,1,0.6,0.289973, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,159,157,78,58,57
148,E2S50,E2S-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-south,Anaka Mines,Shanti Berryman, ,395,2,-0.71307,0.816671,330,0,75,0,0.1,10,90,0.1,0,15,0,0,23,0,0,3.53529,1,"Plot is about 50% sphagnum, but best we could find close to E.  Moss healthy.  No Cet. Cuc.",67.628585,-163.861358,0.4 – 1.1m,3.6,1.3,Postprocessed Code,GeoXT,6/25/06 0:00,08:51:06am,New,LichenPl,XT062508A.cor,5,5,06CAKRVEG_v6,410.694,1.1,0.4,0.376861, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,153,144,73,48,52
149,E3N10,E3N-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,589,2,-0.642411,0.515488,122,0,75,0,1,12,60,0.1,1,20,0,0,2,0,0,0,1,Dead and Dusty moss.  Thamnolia only height present lichen,67.746035,-163.615067,0.4 – 1.1m,1.9,1,Postprocessed Code,GeoXT,6/23/06 0:00,12:22:08pm,New,LichenPl,XT062312A.cor,21,21,06CAKRVEG_v6,537.721,0.6,0.4,0.291158, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,154,149,127,93,75,72
150,E3N100,E3N-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,581,3,-0.640677,0.976206,105,0,30,0,5,20,75,0.1,2,5,0,0,20,0,0,2.757247,1,No Stygia.  Peltigera is dying.,67.748358,-163.614744,0.4 – 1.1m,3.6,1.7,Postprocessed Code,GeoXT,6/23/06 0:00,02:01:46pm,New,LichenPl,XT062312A.cor,5,5,06CAKRVEG_v6,547.331,1,0.6,0.230018, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,161,146,79,63,58
151,E3N1000,E3N-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-north,Anaka Mines,Shanti Berryman, ,420,2,-0.702297,0.229849,44,0,50,0,4,25,70,10,0.1,10,0,0,41,0,0,4.972715,1,Very little sphagnum.,67.717273,-163.683154,0.4 – 1.1m,3,1.4,Postprocessed Code,GeoXT,6/26/06 0:00,08:26:51am,New,LichenPl,XT062608A.cor,5,5,06CAKRVEG_v6,363.182,0.9,0.5,0.367859, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,137,168,144,77,59,57
152,E3N1000A,E3N-1000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-north,Anaka Mines,Shanti Berryman, ,420,2,-0.702297,0.229849,44,0,70,0,2,67,75,20,0.1,15,0,0,45,0,0,4.942632,1,"Moss looks good, minor sphagnum component.",67.717308,-163.682687,0.4 – 1.1m,2.9,1.2,Postprocessed Code,GeoXT,6/26/06 0:00,09:26:31am,New,LichenPl,XT062608A.cor,5,5,06CAKRVEG_v6,360.835,0.8,0.4,0.291884, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,173,144,81,61,57
153,E3N300,E3N-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,300m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,437,3,-0.734073,0.720058,332,0,35,0,0.1,10,80,0.1,0,20,0,0,24,0,0,4.3,1,Lichen heights not sufficient or present.  Near a patch of willow.  Not many lichens for heights.  Dead moss.,67.715874,-163.66789,0.4 – 1.1m,3.6,2.2,Postprocessed Code,GeoXT,6/24/06 0:00,02:42:31pm,New,LichenPl,XT062409A.cor,5,5,06CAKRVEG_v6,381.881,0.9,0.6,0.555506, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,170,140,77,56,54
154,E3N50,E3N-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,50m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,581,2,-0.648988,0.781227,110,0,55,0,0.1,45,80,0.1,0.1,20,0,0.1,17,0,0,4.177436,1,Not enough of the other lichens for heights.,67.748507,-163.61355,0.4 – 1.1m,1.9,1,Postprocessed Code,GeoXT,6/23/06 0:00,03:02:41pm,New,LichenPl,XT062312A.cor,5,5,06CAKRVEG_v6,545.304,0.7,0.5,0.356494, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,156,135,90,68,62
155,E4N10,E4N-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,10m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,535,1,-0.690638,0.444791,320,0,85,0,0.1,15,30,0,0.1,25,0,0,0,0,0,-5.321929,1,No lichens-no heights.  Dead moss yes.,67.665071,-163.715348,0.4 – 1.1m,3,1.2,Postprocessed Code,GeoXT,6/24/06 0:00,08:37:44am,New,LichenPl,XT062408A.cor,18,18,06CAKRVEG_v6,492.657,0.8,0.4,0.294167, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,159,120,96,99,76,76
156,E4N100,E4N-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,100m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,525,1,-0.690638,0.444791,320,0,50,0,2,10,60,0.1,0,25,0,0,16,0,0,1.605908,1,Dead moss.  Near a willow swath.  Musk ox sign all around.  Much dead moss.  A lot of dead plants.,67.66566,-163.716371,0.4 – 1.1m,2.8,1.2,Postprocessed Code,GeoXT,6/24/06 0:00,09:19:26am,New,LichenPl,XT062408B.cor,6,6,06CAKRVEG_v6,487.765,1,0.5,0.231591, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,143,133,77,56,57
157,E4N1000,E4N-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Ericaceous Shrub,1000m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,449,5,-0.777354,0.005648,26,0,30,0,1,15,95,2,0.1,2,0,0,32,0,0,3.805044,1,Substitute plot for preselected E4N-1000 that was in willow thicket. Dead moss no.,67.674833,-163.72802,0.4 – 1.1m,3.4,1.8,Postprocessed Code,GeoXT,6/24/06 0:00,11:31:51am,New,LichenPl,XT062409A.cor,6,6,06CAKRVEG_v6,427.652,0.7,0.4,0.192319, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,161,151,73,59,53
